neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
2,37,40.74491,-73.83355,0,60,1,27,3,76
2,178,40.67168,-73.74744,0,42,2,54,5,189
1,7,40.76443,-73.99219,0,105,3,17,2,0
1,7,40.759,-73.98894,1,300,1,0,1,0
0,10,40.668,-73.98702,0,120,2,125,1,177
0,15,40.66882,-73.95396,0,80,1,1,1,0
1,30,40.85845,-73.92861,1,125,1,6,1,0
2,39,40.74454,-73.92394,1,125,1,14,1,0
2,49,40.77114,-73.90968,0,50,14,2,8,317
0,6,40.68861,-73.95548,0,60,2,10,1,0
0,0,40.64272,-73.97418,1,90,4,68,2,267
1,19,40.7229,-73.98313,0,60,5,0,2,0
1,28,40.7644,-73.9693,1,275,2,148,1,216
1,2,40.80706,-73.94665,0,100,30,146,2,44
1,71,40.7599,-73.98542,0,200,1,1,2,0
1,30,40.84874,-73.94202,0,99,1,129,2,299
1,14,40.7411,-74.00184,0,112,5,31,1,0
0,6,40.68978,-73.95826,0,65,1,1,2,0
1,1,40.74509,-73.98268,1,200,1,9,1,0
0,24,40.66159,-73.94129,1,98,5,135,4,102
2,83,40.7553,-73.88702,0,50,2,49,2,356
2,56,40.76512,-73.92431,1,135,3,11,1,0
0,123,40.67807,-74.01397,0,50,1,190,1,188
1,28,40.77858,-73.95059,1,145,4,2,1,0
1,8,40.79494,-73.96545,1,450,28,0,1,365
1,28,40.76574,-73.95875,0,141,1,2,1,0
0,6,40.69473,-73.93437,0,110,2,86,7,316
1,8,40.8005,-73.96211,0,107,2,0,1,0
0,82,40.58176,-73.96264,1,110,30,7,9,284
0,34,40.67475,-73.99707,1,1000,2,0,1,365
1,11,40.73406,-74.00963,1,299,2,2,1,0
1,28,40.775,-73.95071,1,190,2,26,1,42
0,13,40.68601,-73.97813,1,175,1,0,1,0
1,64,40.72143,-73.99427,0,70,3,13,1,0
1,26,40.74279,-73.97833,1,75,1,4,1,0
1,68,40.73438,-73.9853,1,155,3,17,1,0
1,28,40.77243,-73.95016,1,96,2,34,1,0
0,12,40.7171,-73.94289,1,350,3,2,2,0
1,23,40.71971,-73.98494,0,90,4,59,1,2
1,7,40.76302,-73.98833,1,500,3,55,1,46
0,10,40.66852,-73.9895,0,40,1,0,1,0
1,1,40.7675,-73.98228,1,175,7,15,1,0
0,24,40.65949,-73.94852,1,50,5,1,1,0
1,2,40.82248,-73.94891,1,130,1,289,1,217
0,12,40.70696,-73.94349,0,90,2,1,1,0
1,4,40.79699,-73.93882,0,65,2,38,2,270
1,19,40.72895,-73.98789,1,200,1,1,1,0
0,22,40.64201,-73.95425,1,63,5,35,2,98
1,8,40.80093,-73.96308,0,110,1,2,1,0
2,116,40.71065,-73.83015,1,100,1,14,1,90
1,45,40.81669,-73.96029,0,60,2,11,1,188
0,6,40.69053,-73.95632,0,45,5,32,4,0
1,2,40.80864,-73.95007,1,117,28,125,2,29
0,12,40.71104,-73.96113,1,175,5,10,1,32
0,73,40.58599,-73.92762,1,2000,1,1,1,365
0,22,40.65315,-73.95538,0,60,1,0,1,0
1,1,40.75531,-73.9655,0,148,1,30,1,16
2,61,40.71341,-73.74804,0,65,1,0,1,0
0,21,40.70076,-73.92828,0,150,4,0,1,0
0,24,40.65973,-73.94826,0,100,1,5,1,89
1,7,40.76612,-73.98545,1,200,30,3,15,336
1,2,40.80745,-73.9418,1,650,2,1,1,0
1,9,40.71569,-73.99174,1,199,2,18,1,1
1,1,40.7569,-73.96408,1,115,30,1,52,341
1,11,40.73631,-74.00611,1,245,3,51,1,0
2,49,40.77058,-73.91091,1,187,6,57,8,275
1,2,40.8186,-73.94413,1,88,2,24,1,39
1,8,40.77812,-73.98067,1,280,1,1,1,0
1,14,40.74043,-73.99913,1,200,1,0,1,0
1,2,40.81132,-73.94496,1,95,2,1,1,0
1,19,40.72774,-73.97934,1,260,2,170,1,236
1,28,40.76127,-73.95815,1,148,2,1,1,0
1,1,40.75618,-73.966,1,100,30,2,52,365
1,2,40.82219,-73.9448,0,100,1,58,1,78
1,30,40.8465,-73.94319,2,60,1,0,1,0
1,2,40.81146,-73.94589,0,64,3,142,2,210
0,33,40.67763,-73.99628,0,125,2,30,2,80
4,144,40.86711,-73.89525,0,65,1,0,1,0
1,2,40.81925,-73.94073,1,110,2,4,1,0
1,19,40.73138,-73.99002,1,745,1,0,1,0
1,28,40.76942,-73.96614,1,140,30,5,12,0
0,20,40.72604,-73.95536,0,35,1,9,1,0
2,83,40.75115,-73.8939,1,85,3,91,2,50
1,5,40.7494,-73.97823,0,111,1,4,1,0
1,27,40.72613,-74.00826,1,399,90,5,1,365
2,162,40.74049,-73.85607,2,40,1,39,4,351
1,52,40.73076,-73.99567,1,300,1,0,1,0
0,6,40.68928,-73.95976,0,180,5,12,2,189
1,9,40.71319,-73.99265,0,100,1,1,1,0
0,12,40.70894,-73.94554,1,150,2,198,1,92
1,9,40.7182,-73.99562,0,63,1,52,2,276
1,30,40.84478,-73.94132,1,175,1,1,1,0
0,21,40.69911,-73.91601,0,84,3,17,1,0
4,105,40.85311,-73.90861,0,33,2,103,2,282
0,15,40.67553,-73.94195,0,50,5,1,1,35
0,15,40.67869,-73.95498,0,75,1,1,1,0
1,26,40.74433,-73.97769,0,125,2,10,1,256
0,12,40.70353,-73.93482,1,140,7,16,1,1
0,79,40.64962,-74.0035,1,85,5,0,1,0
0,33,40.67778,-73.9952,1,250,1,50,5,365
0,21,40.70021,-73.92241,0,60,3,1,1,0
0,6,40.69348,-73.95472,0,45,1,0,1,0
1,19,40.73046,-73.98094,1,395,7,0,1,0
1,18,40.86729,-73.92716,1,140,1,49,1,16
1,8,40.77874,-73.98437,1,190,5,15,1,0
0,6,40.6775,-73.92584,1,91,2,166,1,38
0,6,40.6945,-73.93113,0,40,4,34,2,105
1,1,40.75417,-73.97279,0,135,1,0,1,0
0,15,40.68003,-73.96123,0,50,1,0,1,0
2,56,40.76196,-73.924,1,72,3,7,1,0
0,6,40.68967,-73.93381,1,130,3,115,1,49
0,29,40.68078,-73.96816,0,90,1,6,1,0
1,43,40.70867,-74.0003,0,100,15,2,3,313
1,4,40.80275,-73.93904,0,150,1,225,4,0
1,9,40.71591,-73.99488,0,62,10,32,1,144
1,7,40.75902,-73.99112,1,100,7,5,1,0
1,4,40.80109,-73.93887,0,150,1,207,4,0
1,2,40.81057,-73.94565,1,95,2,3,1,6
0,12,40.7057,-73.94258,1,170,1,8,2,0
0,22,40.63976,-73.96419,0,40,7,16,4,130
0,21,40.69036,-73.91608,0,54,9,23,8,135
0,21,40.70438,-73.92117,0,30,1,4,1,0
1,2,40.80281,-73.94644,1,150,6,51,2,66
1,1,40.75606,-73.97004,1,250,2,33,1,7
0,12,40.70548,-73.93698,0,50,1,1,4,0
0,16,40.67424,-73.97717,1,120,1,1,1,0
1,68,40.73563,-73.98801,1,410,30,3,2,346
0,21,40.69609,-73.92369,1,73,45,3,1,21
1,14,40.7442,-74.00123,1,250,1,1,1,0
1,1,40.74867,-73.96734,1,1170,80,0,121,365
1,11,40.73523,-74.00607,1,250,2,2,1,0
1,19,40.73128,-73.98596,0,139,1,6,3,0
1,23,40.71292,-73.98496,1,149,5,11,1,0
1,7,40.7567,-73.99277,1,185,2,241,1,22
1,71,40.76268,-73.98407,0,230,5,10,1,0
1,7,40.76455,-73.99297,1,175,1,49,1,4
1,8,40.78481,-73.97414,1,150,2,1,1,0
0,12,40.71554,-73.96246,1,325,1,264,2,47
0,70,40.66586,-73.89443,2,100,4,0,1,270
1,4,40.79333,-73.94274,0,50,1,0,1,0
1,30,40.84121,-73.93881,1,80,12,27,3,88
0,6,40.68691,-73.93294,1,135,28,29,1,268
2,63,40.73122,-73.85302,0,32,60,3,1,0
1,23,40.71963,-73.98499,1,261,4,196,1,125
0,24,40.65685,-73.95688,1,60,3,0,1,0
0,15,40.67722,-73.95305,0,57,2,91,4,228
1,4,40.8081,-73.93807,1,225,2,62,1,231
0,20,40.72922,-73.95134,1,200,3,1,1,0
2,121,40.70302,-73.89499,0,115,2,0,1,0
1,28,40.769,-73.9541,1,200,2,5,1,0
1,23,40.72159,-73.99234,1,699,6,0,1,0
0,24,40.66089,-73.93993,0,65,2,81,4,131
0,20,40.72311,-73.93819,1,150,2,1,2,0
1,7,40.76206,-73.9937,1,375,3,3,2,0
1,8,40.78698,-73.97005,1,175,3,0,1,0
0,6,40.69937,-73.94447,0,45,1,9,1,0
1,8,40.79221,-73.96588,1,225,3,2,1,0
1,27,40.72549,-74.00523,1,165,10,31,1,55
1,14,40.74336,-73.99706,1,250,1,0,1,0
0,12,40.71097,-73.95886,1,1150,7,2,1,0
0,6,40.6802,-73.95768,1,85,3,1,1,0
0,16,40.67129,-73.98277,1,135,2,0,1,0
1,4,40.79037,-73.9445,1,125,1,2,1,0
3,78,40.60597,-74.06208,0,300,1,0,1,0
0,38,40.68338,-73.98231,1,120,4,0,1,0
0,12,40.70658,-73.94413,1,100,1,2,1,0
1,64,40.72337,-73.99574,1,179,3,26,1,6
0,6,40.68721,-73.94257,0,50,3,4,1,0
0,6,40.68363,-73.94142,1,115,5,28,2,347
0,6,40.68549,-73.93268,1,100,3,151,1,105
2,56,40.76628,-73.91761,0,75,2,94,3,35
0,20,40.7308,-73.95394,0,60,1,4,1,0
1,14,40.74197,-74.00409,1,240,2,1,1,0
1,2,40.81147,-73.9471,1,290,3,58,1,188
0,21,40.69639,-73.91008,0,56,5,76,2,68
1,30,40.84444,-73.9399,0,95,2,32,1,170
1,2,40.80769,-73.95497,0,70,1,76,1,293
1,4,40.79387,-73.94202,1,125,4,8,1,0
1,19,40.72704,-73.98783,1,195,1,4,1,0
2,46,40.68858,-73.78961,0,45,1,25,2,335
1,7,40.76767,-73.98783,2,64,2,0,1,0
0,22,40.64272,-73.95852,0,50,3,9,1,0
0,20,40.72212,-73.9378,1,80,3,0,1,0
0,21,40.68769,-73.91377,0,55,2,197,2,21
0,36,40.68561,-73.99572,1,1000,5,1,1,0
2,56,40.76114,-73.91398,0,42,60,1,1,0
0,12,40.70813,-73.95104,0,80,4,0,1,0
0,3,40.68313,-73.96165,1,105,1,54,1,365
0,6,40.68519,-73.91494,0,45,3,11,1,66
1,19,40.73113,-73.98295,1,125,2,2,1,0
2,178,40.66943,-73.74778,0,45,2,85,5,333
0,3,40.69096,-73.96052,0,95,2,10,1,22
0,36,40.68954,-73.99383,1,200,5,7,1,0
1,68,40.73743,-73.98652,1,190,2,76,1,12
1,2,40.80519,-73.94974,1,170,4,28,1,364
0,96,40.6893,-74.00023,1,250,7,0,1,0
0,6,40.67853,-73.91142,0,54,2,2,1,0
1,1,40.75556,-73.96817,1,150,1,3,1,0
1,19,40.72417,-73.98391,1,300,2,1,1,0
0,29,40.67381,-73.96496,0,115,2,2,1,362
1,11,40.73458,-74.00808,1,225,1,83,1,344
1,4,40.7929,-73.94108,0,83,1,0,1,0
1,28,40.76941,-73.96694,1,125,30,10,12,0
1,1,40.76385,-73.98212,1,250,1,1,1,0
0,20,40.72216,-73.94255,1,129,3,93,1,0
1,7,40.76262,-73.98677,1,135,2,115,1,19
0,12,40.71248,-73.96679,1,200,20,0,1,0
0,20,40.73072,-73.95416,1,175,2,12,1,0
2,25,40.75085,-73.93743,0,55,3,6,1,0
0,12,40.70953,-73.92657,0,50,1,0,1,0
1,19,40.72988,-73.98713,0,125,1,2,1,0
0,32,40.69933,-73.99249,1,200,3,2,1,0
0,24,40.65631,-73.95535,0,40,10,12,1,343
2,37,40.74651,-73.83195,0,50,1,71,3,83
0,12,40.70883,-73.94415,0,166,1,16,1,0
1,68,40.73557,-73.98353,0,124,1,118,1,278
0,21,40.69497,-73.92598,0,65,2,28,1,204
1,18,40.86689,-73.92224,0,57,1,6,1,1
1,1,40.74382,-73.98798,0,100,1,1,1,0
0,24,40.65783,-73.9567,0,60,3,9,1,0
0,21,40.69883,-73.93364,0,90,1,254,5,222
1,7,40.76374,-73.99422,0,130,1,66,2,289
0,16,40.66848,-73.98002,1,350,4,18,1,0
0,15,40.67052,-73.95621,0,60,2,1,1,0
1,19,40.72285,-73.98133,0,80,2,7,1,0
0,24,40.65874,-73.96108,1,70,1,0,1,0
0,21,40.70554,-73.91934,0,41,7,0,1,0
2,126,40.72582,-73.90549,1,100,3,74,1,321
1,19,40.72887,-73.98835,1,500,1,0,1,53
0,6,40.68846,-73.95653,1,200,3,115,1,243
1,7,40.76285,-73.99159,0,120,6,17,2,0
2,31,40.74968,-73.90333,0,170,1,1,3,90
0,16,40.67603,-73.98239,0,42,15,3,1,0
1,18,40.87157,-73.91744,0,50,1,38,2,344
1,45,40.80596,-73.96471,1,170,1,7,1,0
1,53,40.71855,-73.99791,1,189,1,168,1,347
1,8,40.78671,-73.97825,1,150,2,11,1,0
1,19,40.72797,-73.97787,0,77,1,9,1,0
0,12,40.7069,-73.93754,1,150,1,0,1,0
0,21,40.6965,-73.91036,0,60,5,165,2,261
1,7,40.76392,-73.99514,1,150,1,1,1,0
1,28,40.77688,-73.94687,1,120,1,2,1,0
1,4,40.79714,-73.94023,1,85,1,2,1,0
0,21,40.69699,-73.93387,0,85,1,270,5,227
1,14,40.74339,-73.99414,1,450,6,2,1,0
4,99,40.82226,-73.88906,0,60,3,8,1,363
1,2,40.80541,-73.95198,1,95,2,5,1,0
4,141,40.87709,-73.88228,0,38,1,50,4,267
2,25,40.75216,-73.94099,2,150,3,0,1,0
2,63,40.71372,-73.83693,1,125,1,2,1,0
1,4,40.79212,-73.95032,0,125,2,1,1,0
1,28,40.77837,-73.95318,1,130,5,0,1,0
0,12,40.7074,-73.94063,0,59,3,59,2,119
1,2,40.82494,-73.943,1,65,2,32,1,16
0,12,40.72227,-73.95788,1,259,2,222,1,250
1,19,40.72822,-73.98128,0,90,3,0,1,0
1,2,40.81491,-73.94779,0,60,30,22,1,0
0,21,40.70544,-73.91993,0,95,2,20,2,191
0,15,40.66838,-73.95624,2,45,1,1,2,0
1,8,40.77757,-73.97932,1,133,3,38,1,2
1,7,40.75994,-73.98812,1,259,2,103,1,34
0,16,40.6711,-73.9772,1,150,7,40,1,279
0,21,40.69846,-73.91202,0,35,1,0,1,0
1,23,40.72189,-73.99187,1,139,3,6,1,0
1,45,40.81417,-73.9603,0,39,3,6,1,0
0,123,40.67668,-74.00247,1,125,1,0,1,0
1,8,40.7941,-73.96314,1,434,5,1,1,0
1,19,40.72179,-73.97951,1,500,2,0,1,0
0,20,40.73262,-73.95209,1,100,1,2,1,0
2,39,40.74746,-73.91416,1,99,3,40,1,128
0,21,40.69744,-73.90773,0,70,4,57,2,333
1,64,40.72217,-73.99375,1,200,1,0,1,0
0,15,40.67653,-73.93766,0,88,4,64,1,68
0,6,40.68112,-73.94409,1,115,1,0,1,0
1,2,40.81425,-73.9516,0,75,3,0,1,0
0,16,40.66795,-73.98053,1,140,40,59,1,126
1,4,40.79207,-73.94196,0,80,1,16,2,345
0,21,40.69451,-73.92397,0,44,1,1,1,0
1,14,40.74226,-73.99608,1,269,30,0,121,337
0,29,40.6791,-73.97369,1,150,1,0,1,0
1,11,40.7382,-74.00299,1,299,5,4,1,0
0,12,40.70573,-73.92887,1,195,4,85,1,63
0,12,40.71282,-73.95537,1,140,3,8,1,0
1,7,40.76263,-73.98909,1,180,1,1,1,0
2,39,40.74153,-73.91806,1,84,2,0,1,0
2,31,40.74688,-73.90674,0,70,3,138,1,54
0,21,40.68587,-73.91435,0,55,1,4,26,365
0,6,40.69349,-73.94746,0,65,5,1,1,0
0,21,40.68591,-73.91344,0,45,1,18,26,250
0,111,40.62251,-73.99397,1,96,14,93,1,73
1,27,40.72476,-74.00387,0,82,1,228,2,28
1,28,40.77162,-73.95808,1,150,1,6,1,0
0,12,40.71454,-73.95894,0,125,3,1,1,0
0,79,40.6503,-74.00231,1,115,5,1,1,0
1,9,40.71719,-73.99109,1,145,30,60,1,15
0,20,40.72024,-73.95483,1,169,1,22,1,39
0,54,40.65012,-73.94056,0,75,1,15,1,355
1,8,40.80356,-73.9698,1,100,7,2,1,0
0,24,40.66141,-73.9615,1,69,45,1,2,0
2,56,40.76786,-73.92433,0,45,1,137,9,283
2,49,40.77987,-73.90309,1,75,7,0,1,0
2,56,40.76783,-73.92316,0,55,1,143,9,276
2,56,40.76801,-73.92501,0,55,1,78,9,311
2,56,40.76832,-73.92346,0,48,1,150,9,323
2,56,40.76942,-73.92343,0,50,1,99,9,341
0,20,40.72569,-73.95515,0,56,2,1,1,0
0,24,40.6553,-73.9607,0,65,28,13,3,319
0,79,40.64469,-74.01035,1,140,2,74,1,2
0,24,40.6583,-73.95405,0,95,2,57,1,209
1,2,40.82647,-73.94747,0,73,2,92,2,177
1,19,40.72566,-73.98323,1,230,1,0,1,0
1,51,40.76348,-73.94859,1,180,7,2,2,0
0,29,40.67985,-73.96454,0,47,7,8,1,0
1,1,40.74387,-73.98496,2,55,5,5,3,0
0,15,40.66776,-73.957,1,125,2,10,2,0
2,56,40.7601,-73.91929,0,60,2,5,1,0
1,5,40.74637,-73.97469,1,104,1,0,1,0
0,36,40.68653,-73.99288,1,225,3,1,1,0
0,100,40.64455,-73.90978,1,169,2,30,1,345
0,54,40.64595,-73.9504,0,45,30,7,7,124
1,19,40.72143,-73.97824,1,130,5,4,1,0
0,12,40.70666,-73.93788,0,53,3,1,1,0
0,6,40.67851,-73.92002,1,150,2,121,1,287
1,1,40.75531,-73.97147,0,140,1,13,2,0
1,28,40.77595,-73.94969,1,295,4,0,1,0
1,8,40.80101,-73.96076,0,98,2,1,2,0
0,3,40.68699,-73.9639,1,120,3,88,1,49
1,1,40.75687,-73.96639,1,170,3,1,1,0
1,2,40.82325,-73.94444,0,47,14,19,2,210
0,73,40.5974,-73.96211,1,129,2,137,2,133
0,73,40.59629,-73.96367,1,119,2,174,2,65
0,3,40.68713,-73.96226,2,99,3,0,1,0
1,14,40.74044,-74.00326,1,225,1,0,1,0
0,15,40.6758,-73.93185,0,50,6,24,1,0
1,28,40.76066,-73.96372,1,100,20,16,1,49
0,13,40.69402,-73.97274,0,55,1,3,1,0
0,34,40.66864,-73.99484,0,155,1,0,1,0
0,12,40.71223,-73.94864,1,275,3,51,1,0
0,21,40.69689,-73.93333,0,65,2,6,1,156
0,15,40.66352,-73.96005,1,170,3,28,1,0
4,72,40.82705,-73.91337,0,95,2,6,1,173
1,14,40.74569,-73.99183,1,129,30,0,121,164
1,2,40.80473,-73.94763,1,175,3,186,1,187
1,14,40.74463,-73.9919,1,136,30,0,121,349
1,8,40.78172,-73.97825,1,190,1,0,1,0
0,12,40.70862,-73.95432,1,150,2,19,1,0
0,21,40.69502,-73.93126,1,75,3,6,1,0
1,71,40.75935,-73.9875,1,590,1,0,2,0
1,2,40.80307,-73.946,1,169,5,0,1,0
0,6,40.6863,-73.92635,0,51,1,2,1,0
1,2,40.80049,-73.95533,1,899,6,52,2,287
1,19,40.72477,-73.98836,0,90,7,0,2,0
0,54,40.64601,-73.94886,2,25,30,8,7,343
2,81,40.74085,-73.89022,0,65,1,123,2,333
0,6,40.68003,-73.92094,0,42,1,122,4,340
0,6,40.68654,-73.95044,0,40,5,12,1,0
0,54,40.64335,-73.94888,0,60,2,9,4,361
1,52,40.72744,-73.99979,1,157,3,2,1,0
1,23,40.7154,-73.98473,1,170,1,1,1,0
0,6,40.68915,-73.92467,0,50,3,15,2,217
2,25,40.74417,-73.94964,0,55,1,33,2,293
0,15,40.67867,-73.96276,0,45,3,3,1,0
1,14,40.7449,-73.99167,1,109,30,1,121,184
0,6,40.68973,-73.93785,1,105,4,131,1,55
1,4,40.79405,-73.93429,1,150,1,48,3,326
1,2,40.81999,-73.93933,0,45,14,1,1,0
0,54,40.64517,-73.94843,2,40,30,5,7,365
0,16,40.67037,-73.97637,0,105,5,32,2,312
1,1,40.76135,-73.96707,1,135,30,8,12,282
1,23,40.71067,-73.98695,0,180,1,0,1,0
0,6,40.68466,-73.92576,1,150,1,1,1,0
0,6,40.68757,-73.93032,1,70,2,77,1,274
0,3,40.68724,-73.96361,1,120,2,28,1,294
1,19,40.7268,-73.98027,0,89,1,0,1,0
1,19,40.72247,-73.98435,0,100,1,5,1,0
1,45,40.81111,-73.95465,0,125,1,27,1,80
1,28,40.77762,-73.9516,1,170,1,190,1,260
1,8,40.79807,-73.96894,0,80,1,1,1,0
0,6,40.6899,-73.93228,0,249,3,5,3,360
0,12,40.71623,-73.9579,1,350,3,4,1,0
1,1,40.75251,-73.97262,1,175,30,0,49,365
0,16,40.673,-73.98076,0,120,20,0,1,365
1,1,40.75759,-73.96902,1,230,30,0,49,332
0,21,40.69989,-73.92352,0,100,1,0,1,0
1,19,40.7232,-73.98561,1,139,3,11,1,0
0,21,40.70288,-73.91506,1,89,4,5,1,2
0,20,40.72614,-73.94007,1,159,30,6,52,343
1,43,40.70726,-74.01429,1,229,30,0,121,184
0,67,40.58892,-73.97379,0,70,3,67,2,40
1,8,40.78487,-73.9754,1,125,1,0,1,0
1,19,40.72314,-73.97929,1,200,5,10,1,0
1,43,40.70776,-74.01514,1,169,30,2,121,364
1,11,40.73139,-74.00452,1,175,1,0,1,0
1,23,40.71873,-73.98394,1,150,1,0,1,0
0,20,40.72698,-73.94911,0,90,1,116,1,76
1,2,40.80093,-73.95012,1,165,1,0,2,0
1,68,40.73744,-73.98413,1,305,3,175,1,132
0,12,40.70742,-73.94185,1,200,3,0,1,0
1,8,40.77739,-73.98231,1,88,29,71,1,95
1,28,40.77029,-73.95812,1,110,3,69,1,5
2,125,40.72756,-73.71795,1,42,3,0,1,0
0,15,40.66869,-73.96022,1,150,2,11,1,0
0,22,40.65061,-73.96125,0,50,27,6,2,0
0,3,40.6921,-73.96603,1,125,3,3,2,0
1,8,40.77188,-73.98847,1,125,7,4,1,0
1,9,40.71434,-73.99342,0,80,4,1,1,0
1,30,40.8512,-73.93693,0,75,1,0,1,0
1,26,40.74208,-73.98084,1,120,1,4,1,0
0,13,40.68785,-73.97682,0,79,7,1,1,0
1,19,40.72737,-73.98605,0,90,7,0,1,0
1,27,40.72038,-73.99818,1,190,2,10,1,41
1,43,40.70574,-74.00809,1,239,30,2,121,186
1,52,40.72874,-74.00122,1,200,2,29,1,0
3,179,40.61201,-74.09513,1,200,1,1,1,0
1,2,40.81345,-73.94659,1,175,7,44,3,193
1,11,40.73208,-74.00393,1,200,4,1,1,0
0,6,40.67867,-73.92282,1,130,3,129,1,163
1,4,40.79717,-73.93519,1,95,1,2,1,0
1,23,40.72176,-73.99345,1,140,7,3,1,0
2,25,40.74977,-73.93979,0,100,4,46,1,284
1,18,40.86703,-73.93007,0,75,3,1,1,89
1,2,40.80193,-73.95573,0,74,1,0,1,0
1,28,40.7737,-73.95616,2,80,1,17,1,0
0,12,40.71594,-73.95991,0,60,2,1,1,0
0,24,40.66289,-73.96175,1,125,2,125,2,229
0,6,40.68532,-73.9571,0,80,1,2,1,0
0,22,40.65228,-73.96428,1,97,2,22,1,2
1,2,40.82642,-73.93668,0,79,1,0,1,0
1,19,40.72246,-73.97912,0,110,3,2,1,0
0,15,40.66588,-73.95677,1,140,3,60,1,37
0,6,40.68758,-73.94572,0,57,5,14,2,216
1,4,40.78972,-73.9503,0,195,1,0,1,0
1,71,40.75891,-73.9845,1,175,30,0,49,333
0,15,40.67192,-73.95116,0,50,3,1,1,0
1,28,40.7837,-73.94877,1,180,1,1,4,0
2,39,40.74502,-73.91355,1,180,3,0,1,0
1,2,40.80822,-73.94264,1,180,2,18,1,29
0,15,40.67089,-73.94825,1,100,2,13,1,0
0,20,40.73258,-73.95582,1,175,2,21,1,38
1,71,40.7594,-73.98634,0,210,3,0,2,0
1,19,40.72517,-73.99023,0,100,3,3,1,0
0,12,40.71256,-73.95224,1,250,2,1,1,0
0,10,40.6647,-73.97791,1,55,3,0,2,0
0,21,40.69709,-73.91435,0,80,3,0,1,0
1,1,40.75454,-73.97083,1,103,6,0,1,0
0,12,40.70697,-73.94291,1,150,1,1,1,0
2,25,40.74495,-73.9557,0,90,3,34,1,3
1,30,40.85479,-73.93313,1,150,5,6,3,37
1,23,40.72004,-73.99026,1,190,1,2,1,0
1,28,40.7834,-73.94556,1,95,2,0,1,0
1,23,40.71334,-73.99025,0,75,1,91,3,0
0,12,40.71238,-73.9559,1,150,3,12,1,0
0,6,40.67852,-73.94377,0,48,15,0,1,0
0,3,40.69161,-73.96572,0,65,30,8,1,18
0,54,40.64509,-73.94825,2,27,30,7,7,342
0,24,40.66086,-73.96159,1,150,2,123,2,263
1,30,40.83559,-73.94552,0,75,2,53,1,0
0,12,40.71254,-73.96849,0,80,2,38,3,0
1,19,40.72162,-73.97923,1,185,2,4,1,0
0,21,40.69342,-73.91116,0,55,1,2,1,0
0,73,40.59631,-73.95743,1,98,2,12,1,320
0,54,40.65422,-73.93784,1,165,1,232,4,231
0,29,40.67939,-73.97126,0,75,4,40,1,0
1,28,40.76773,-73.95456,1,145,1,3,1,0
1,19,40.73164,-73.98454,1,135,3,10,1,0
2,56,40.76352,-73.91353,0,50,2,1,1,0
1,77,40.72024,-74.00866,0,100,1,25,1,0
0,6,40.69045,-73.95852,0,100,6,0,1,0
1,19,40.72281,-73.97768,1,130,1,6,1,0
1,27,40.72558,-74.00195,0,145,2,1,1,0
1,18,40.86444,-73.92899,0,45,5,0,1,0
0,12,40.70994,-73.94915,1,120,7,9,1,0
1,2,40.81185,-73.94579,0,90,2,67,1,211
1,19,40.732,-73.98518,1,190,1,0,1,0
1,28,40.76717,-73.95317,1,250,2,3,1,0
0,16,40.67036,-73.97776,1,90,5,1,1,0
1,2,40.8035,-73.95105,1,165,120,7,2,139
1,19,40.72742,-73.98968,1,175,5,9,1,0
0,6,40.68282,-73.93289,1,120,2,74,1,333
1,2,40.80891,-73.94113,0,85,1,3,1,0
1,9,40.71544,-73.99106,0,90,1,1,1,0
0,10,40.66255,-73.983,0,70,6,9,1,0
1,2,40.8239,-73.95393,1,110,3,1,1,0
1,43,40.70535,-74.00672,1,239,30,0,121,186
1,7,40.75633,-73.99439,1,125,30,8,4,56
1,43,40.70358,-74.00824,1,239,30,0,121,186
0,21,40.70107,-73.91983,0,55,1,0,1,0
1,11,40.73001,-74.00369,1,195,3,5,1,0
0,20,40.72782,-73.95459,1,150,14,0,1,42
1,9,40.71665,-73.99633,0,104,3,65,1,0
1,19,40.72786,-73.98693,0,95,3,0,1,0
0,6,40.6948,-73.94161,0,45,1,2,1,0
1,28,40.78419,-73.94851,1,210,5,0,1,0
1,43,40.70415,-74.00688,1,189,30,0,121,365
0,0,40.64584,-73.97303,0,40,4,1,1,0
1,2,40.82673,-73.94995,1,100,2,17,1,0
1,11,40.73658,-74.00121,1,295,4,2,1,0
1,8,40.80059,-73.96552,1,75,1,123,1,80
2,178,40.67106,-73.74833,0,34,2,71,5,282
0,21,40.70246,-73.91756,1,200,5,0,1,0
0,12,40.70448,-73.94208,0,75,3,6,1,0
1,4,40.79311,-73.93928,1,110,1,85,1,304
1,4,40.79423,-73.94214,0,100,1,0,1,0
1,19,40.73014,-73.98019,1,185,2,2,1,0
1,28,40.76295,-73.95725,1,145,6,49,1,76
1,8,40.78607,-73.97347,1,250,7,34,1,147
0,6,40.68516,-73.9533,0,55,2,0,1,0
0,15,40.67594,-73.94839,1,145,5,98,2,88
1,2,40.8243,-73.94258,1,150,1,0,1,0
0,12,40.71591,-73.95695,0,70,6,0,1,0
1,28,40.77038,-73.95829,1,195,4,4,1,0
1,1,40.7606,-73.97181,0,86,1,3,1,0
0,24,40.66059,-73.95842,1,120,5,0,1,190
0,21,40.69824,-73.93231,0,60,1,0,1,0
1,2,40.83013,-73.94112,0,65,3,17,1,280
1,8,40.78627,-73.97112,1,199,28,17,1,114
